sample_id,rgb_timestamp_s,depth_timestamp_s,depth_age_s,rgb_path,depth_path,x,y,z,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,depth_min_m,depth_mean_m,depth_max_m
000013,92.204000,92.140000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000013.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000013.npy,-2.07244610786438,5.067165374755859,-0.8913612365722656,0.005940280102470389,-0.3583215500389503,2.1799092292785645,-0.6373347043991089,0.0447685569524765,-0.5425419211387634,-0.2942405939102173,-0.46612852811813354,-9.633307456970215,0.12619690597057343,21.191442489624023,2324.9765625
000014,93.460000,93.392000,0.068000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000014.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000014.npy,-5.88887357711792,12.169300079345703,-1.4490013122558594,0.4685816284653528,-0.2374447136610339,2.6314241886138916,0.38850972056388855,0.0030122697353363037,0.06207244470715523,-0.7180455327033997,-0.2777981460094452,-10.832415580749512,1.0834758281707764,22.612197875976562,2834.50146484375
000015,94.548000,94.516000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000015.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000015.npy,-12.253581047058105,15.428131103515625,-1.5175323486328125,-0.4079990186246589,-0.18426005513889376,2.512782335281372,-0.8235114216804504,0.07044387608766556,-0.09384974837303162,-0.8536514639854431,-0.6785943508148193,-11.51071548461914,0.10000186413526535,17.82343864440918,2908.659423828125
000016,94.976000,94.944000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000016.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000016.npy,-14.551215171813965,17.742931365966797,-1.5614852905273438,-0.48242571726057154,-0.20681493233946696,2.472486972808838,0.45551440119743347,-0.17852014303207397,-0.10147183388471603,-0.8540967702865601,-0.4587722420692444,-10.649286270141602,0.10093244165182114,16.59149169921875,2903.903564453125
000017,95.340000,95.272000,0.068000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000017.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000017.npy,-16.13423728942871,20.67119598388672,-1.5223045349121094,-0.3279636332611104,-0.23322784104131253,2.4609897136688232,0.9392039179801941,-0.10905146598815918,-0.05009682849049568,-0.8862961530685425,-0.35767892003059387,-10.473472595214844,1.3323636054992676,19.219106674194336,2909.478515625
000018,95.768000,95.704000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000018.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000018.npy,-17.81583023071289,24.36359214782715,-1.5002517700195312,0.07307479407107693,-0.14292972028165304,2.5459768772125244,1.3783979415893555,0.13134528696537018,0.36737343668937683,-0.9549933671951294,-0.18735116720199585,-10.790249824523926,0.11622058600187302,18.14510726928711,2894.799072265625
000019,96.328000,96.296000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000019.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000019.npy,-20.44487953186035,28.692829132080078,-1.5773429870605469,0.46249710077092115,-0.11637239267148143,3.0468804836273193,0.3645503520965576,0.45160144567489624,1.2464635372161865,-0.9574662446975708,0.11889848113059998,-10.911601066589355,1.4423264265060425,19.73493003845215,2858.69873046875
000020,96.924000,96.892000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000020.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000020.npy,-23.506498336791992,31.49207305908203,-1.5174407958984375,0.4778071742384514,-0.001715914489831382,3.1314823627471924,-0.8643068671226501,-0.06707985699176788,-1.1444822549819946,-0.8671790957450867,-0.10934425890445709,-9.925464630126953,1.453389048576355,16.37466049194336,2824.677001953125
000021,97.384000,97.320000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000021.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000021.npy,-25.588449478149414,32.68326950073242,-1.4476127624511719,-0.11895284567908704,-0.10541164008993677,2.383734703063965,-1.1055846214294434,-0.7397198677062988,-1.6631044149398804,-0.6006113290786743,-0.6881948113441467,-11.322917938232422,1.904671311378479,16.05280303955078,2862.4443359375
000022,97.716000,97.684000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000022.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000022.npy,-26.88873291015625,33.84077072143555,-1.5736846923828125,-0.3199453516294879,-0.3588995280670903,2.0754895210266113,-0.5557219386100769,-0.09413840621709824,-0.5305182337760925,-0.37690138816833496,-0.6795217394828796,-10.551241874694824,0.10000143200159073,15.37448501586914,2773.502197265625
000023,98.112000,98.080000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000023.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000023.npy,-28.170013427734375,36.14259719848633,-1.6716232299804688,-0.49543133571798487,-0.3007225191864811,2.0564138889312744,-0.40966466069221497,0.18404968082904816,0.4199923276901245,-0.5121350288391113,-0.47436919808387756,-11.149446487426758,0.12320234626531601,12.992115020751953,2834.364013671875
000024,98.476000,98.440000,0.036000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000024.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000024.npy,-28.838747024536133,39.12031555175781,-1.6301383972167969,-0.38256678073284506,-0.19650734048533813,2.196561098098755,1.6555671691894531,0.1356157809495926,0.4231700897216797,-0.6085864901542664,-0.3436239957809448,-10.205404281616211,0.1088733822107315,12.767960548400879,2923.434326171875
000025,99.036000,99.004000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000025.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000025.npy,-29.741167068481445,43.57550811767578,-1.6297035217285156,0.46525427240044975,-0.15771442750834558,2.266383409500122,0.7807547450065613,-0.099032923579216,-0.05774836242198944,-0.7305393218994141,-0.23235230147838593,-11.034719467163086,0.10000108182430267,15.024630546569824,2862.851806640625
000026,99.496000,99.432000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000026.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000026.npy,-31.628114700317383,46.93960952758789,-1.6309738159179688,0.27424354079076974,-0.19885429459507678,2.2350316047668457,-1.7913447618484497,-0.0066033098846673965,0.03396062180399895,-0.7388473749160767,-0.3729902505874634,-10.232455253601074,0.14835630357265472,15.44835376739502,2920.36669921875
000027,99.796000,99.728000,0.068000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000027.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000027.npy,-33.1767692565918,49.1380500793457,-1.6035957336425781,-0.21089043021286738,-0.16172889409875263,2.2396154403686523,-1.1497257947921753,0.20550762116909027,0.030502019450068474,-0.7853773832321167,-0.45768314599990845,-10.745455741882324,1.5326712131500244,14.547183990478516,2952.016845703125
000028,100.588000,100.552000,0.036000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000028.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000028.npy,-35.56039047241211,55.312156677246094,-1.5548171997070312,-0.09449311733334308,-0.18216129755739116,2.2680673599243164,1.4184422492980957,-0.024749211966991425,0.012228081002831459,-0.8273690342903137,-0.23896922171115875,-10.502984046936035,0.13674819469451904,14.252718925476074,2940.210693359375
000029,101.048000,100.984000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000029.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000029.npy,-37.03880310058594,60.07194519042969,-1.62237548828125,0.36269999176275836,-0.14529069658560215,2.330254077911377,1.0406414270401,0.15092575550079346,0.12641198933124542,-0.8879181146621704,-0.18373149633407593,-11.016691207885742,0.10000163316726685,14.37185287475586,2921.3955078125
000030,102.632000,102.600000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000030.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000030.npy,-48.179054260253906,67.57966613769531,-1.7168426513671875,0.5734546255796891,0.021786707083035577,2.67425537109375,-0.16151480376720428,0.9886878728866577,-0.2829051613807678,-1.0616462230682373,-0.9290884137153625,-10.590636253356934,0.1367044597864151,14.233274459838867,2911.2255859375
000031,104.480000,104.416000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000031.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000031.npy,-56.0288200378418,67.3220443725586,0.336700439453125,-0.04939787277856376,-0.12573515579266523,-1.5892812013626099,0.2526686489582062,-1.1180564165115356,0.19950388371944427,-0.252050518989563,-0.03531051054596901,-11.645600318908691,0.6421924829483032,13.106810569763184,211.01315307617188
000032,104.944000,104.876000,0.068000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000032.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000032.npy,-55.87783432006836,69.40900421142578,0.19670867919921875,-0.10509093180192278,0.1769327493624153,-1.684775948524475,0.6009431481361389,-2.546046733856201,0.013872926123440266,-0.2195674628019333,0.19502109289169312,-11.357486724853516,0.11844386905431747,11.632332801818848,2462.326171875
000033,105.372000,105.340000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000033.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000033.npy,-55.89244842529297,71.88235473632812,-0.3016815185546875,0.07713531177569165,-0.2899278000879681,-1.4267889261245728,0.5862423777580261,-1.221177339553833,0.8763025403022766,-0.14893119037151337,0.21720273792743683,-12.31560230255127,0.11667778342962265,13.176403045654297,2760.91015625
000034,106.096000,106.032000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000034.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000034.npy,-54.7013053894043,73.24346160888672,-1.292755126953125,0.028974759213687386,-0.7601797009656439,-0.8562308549880981,0.0350593626499176,-0.05748588219285011,-0.05555351823568344,-0.4345574676990509,0.3264693319797516,-11.445300102233887,1.3455467224121094,5.331796169281006,57.74802780151367
000035,106.428000,106.396000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000035.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000035.npy,-53.26789093017578,72.73811340332031,-1.451812744140625,-0.026468204746854133,-0.7635213227117322,-0.9668045043945312,-0.8300887942314148,0.11773619055747986,-0.31583085656166077,-0.7439609169960022,0.22675329446792603,-11.965200424194336,0.12829479575157166,6.13210916519165,40.73670196533203
000036,107.020000,106.956000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000036.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000036.npy,-50.133705139160156,70.03304290771484,-1.5777397155761719,-0.4033274864220923,-0.5142540110159958,-1.163658618927002,-0.6400031447410583,0.6285643577575684,0.14985111355781555,-1.2762629985809326,-0.0939522460103035,-11.384173393249512,0.11964112520217896,12.337030410766602,2377.965087890625
000037,107.484000,107.452000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000037.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000037.npy,-48.51575469970703,66.65451049804688,-1.638153076171875,-0.5456192739250155,-0.2232048111748726,-1.1447805166244507,0.4998698830604553,0.25150585174560547,0.45908111333847046,-1.4711891412734985,0.23353026807308197,-10.028290748596191,1.4387288093566895,11.832026481628418,2891.071044921875
000038,107.980000,107.944000,0.036000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000038.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000038.npy,-47.87244415283203,62.518165588378906,-1.5917930603027344,-0.028373711729739966,-0.14904500859017367,-1.0269540548324585,1.7255685329437256,-0.1191803589463234,0.10952787101268768,-1.4482216835021973,0.7482250332832336,-10.521127700805664,0.10000278055667877,14.582955360412598,2870.828125
000039,108.376000,108.308000,0.068000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000039.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000039.npy,-47.19709777832031,59.28681182861328,-1.6149330139160156,0.3936771876880013,-0.1879820063223834,-1.0134574174880981,0.7761320471763611,-0.12833204865455627,0.05930553376674652,-1.4713597297668457,0.737383246421814,-11.006546974182129,1.6171023845672607,15.977143287658691,2850.853759765625
000040,108.804000,108.772000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000040.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000040.npy,-45.6284294128418,56.61812210083008,-1.5908164978027344,0.21482523151770613,-0.30428489965971456,-1.002002477645874,-1.7165218591690063,-0.005357181187719107,0.1899716854095459,-1.4555282592773438,0.6112380027770996,-10.561091423034668,0.15642334520816803,16.09935188293457,2818.76318359375
000041,109.660000,109.628000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000041.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000041.npy,-41.361595153808594,50.4219970703125,-1.5895156860351562,-0.5325310962099535,-0.14837399435089782,-0.9822149872779846,-0.27446863055229187,-0.02657952904701233,0.0031326788011938334,-1.561690330505371,0.4643447697162628,-10.386672019958496,0.13055028021335602,11.497661590576172,2891.441650390625
000042,109.924000,109.892000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000042.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000042.npy,-40.549591064453125,47.99313735961914,-1.6043281555175781,-0.48906722373033273,-0.1723911676659139,-0.9720561504364014,0.7264277935028076,-0.25629162788391113,-0.03923267871141434,-1.5247286558151245,0.5691922307014465,-9.79522705078125,0.10000306367874146,10.287109375,2876.52294921875
000043,110.356000,110.288000,0.068000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000043.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000043.npy,-39.68891906738281,43.65967559814453,-1.5553550720214844,-0.04646367703527481,-0.2710636829728046,-0.9508172869682312,1.457423448562622,0.011775682680308819,-0.0038359679747372866,-1.5305979251861572,0.8525158166885376,-10.299662590026855,0.10756829380989075,13.973185539245605,2849.75341796875
000044,111.640000,111.608000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000044.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000044.npy,-33.489540100097656,34.18737030029297,-1.5920257568359375,0.5508453576539359,-0.1417077641893549,-0.7236009836196899,0.031411994248628616,0.07378146052360535,0.06945610791444778,-1.5292890071868896,0.508503258228302,-12.14966106414795,1.2451585531234741,20.108549118041992,2905.0830078125
000045,112.368000,112.336000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000045.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000045.npy,-26.49404525756836,31.804691314697266,-1.5472564697265625,-0.10665415227622559,-0.21743468347496872,-0.8176597356796265,-1.620978832244873,0.05492249131202698,-0.28345775604248047,-1.44075345993042,0.06635105609893799,-10.627582550048828,0.10000403225421906,17.454612731933594,2909.4501953125
000046,112.828000,112.764000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000046.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000046.npy,-22.37250518798828,29.977121353149414,-1.6097946166992188,-0.46799800864489777,-0.1741359167657479,-1.1857240200042725,-0.3617928922176361,0.5728553533554077,-1.0856976509094238,-1.4120837450027466,-0.34381768107414246,-10.376204490661621,0.10000316053628922,13.463953018188477,2893.7685546875
000047,113.556000,113.524000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000047.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000047.npy,-18.127185821533203,26.03251075744629,-1.5485916137695312,-0.5074221039612868,-0.18299142529555823,-1.2648332118988037,0.9183599352836609,-0.36519110202789307,0.9748044013977051,-1.5518982410430908,-0.09982815384864807,-11.955704689025879,1.2755849361419678,13.000457763671875,2933.018798828125
000048,114.116000,114.084000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000048.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000048.npy,-16.33662223815918,22.37271499633789,-1.559478759765625,0.14176286901770868,-0.27102065717340684,-0.8507562279701233,1.1072367429733276,-0.10167956352233887,0.18630704283714294,-1.2639596462249756,0.7065898776054382,-10.30351734161377,0.11423557996749878,22.938291549682617,2886.2490234375
000049,114.544000,114.512000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000049.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000049.npy,-14.428070068359375,19.74738121032715,-1.6163711547851562,0.42508078501755237,-0.25561375291273647,-0.8758883476257324,-0.26447102427482605,-0.1725894808769226,-0.20266719162464142,-1.3420490026474,0.5731312036514282,-9.886253356933594,0.10163476318120956,24.92181968688965,2884.775634765625
000050,114.940000,114.876000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000050.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000050.npy,-11.617816925048828,17.469497680664062,-1.5854644775390625,0.032359293793673,-0.2849970627921684,-0.9486411213874817,-1.8270262479782104,0.13484632968902588,-0.058413974940776825,-1.4586786031723022,0.3510640263557434,-10.928638458251953,0.14232954382896423,23.797178268432617,2783.873779296875
000051,115.436000,115.404000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000051.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000051.npy,-8.437714576721191,14.527055740356445,-1.6496810913085938,-0.5352423990030285,-0.19180945014080436,-0.9931824207305908,-0.6150041222572327,0.18626397848129272,0.023075835779309273,-1.58545982837677,0.22128014266490936,-11.320889472961426,0.10000118613243103,16.426246643066406,2846.139404296875
000052,115.800000,115.768000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000052.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000052.npy,-6.827442646026611,11.772774696350098,-1.7035598754882812,-0.6579740965471166,-0.1582217359687253,-1.0027986764907837,-0.00841139629483223,-0.043136101216077805,0.029964039102196693,-1.587766170501709,0.3656088709831238,-10.95395565032959,0.15566061437129974,21.29974937438965,2929.220703125
000053,116.360000,116.296000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000053.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000053.npy,-5.750750541687012,6.760984420776367,-1.5895957946777344,-0.1505798237851092,0.056424195133532216,-1.0326769351959229,1.0831855535507202,0.7213477492332458,0.30473822355270386,-1.4976519346237183,0.8312228918075562,-10.57495403289795,0.10000152140855789,20.579235076904297,2910.170654296875
000054,116.788000,116.724000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/rgb/000054.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260516_201713/depth_m/000054.npy,-5.295348167419434,3.1854538917541504,-1.5503692626953125,0.2445704371767813,0.22988765931166216,-0.8076037764549255,0.5261973738670349,0.30632489919662476,0.6825977563858032,-1.1504416465759277,0.9729346632957458,-11.188002586364746,0.1311265379190445,23.134807586669922,2479.995361328125
